,时间,长辛店街道,长辛店街道_root,相对偏差
12,2018-12-17 12:00:00,42.81415707327773,51.7,0.17187317072963781
13,2018-12-17 11:00:00,39.25402043107544,46.6,0.15763904654344554
14,2018-12-17 10:00:00,39.64946627500096,47.1,0.1581854294054998
15,2018-12-17 09:00:00,33.18962873978546,32.4,0.024371257400785912
30,2018-12-16 18:00:00,108.72634615350599,112.7,0.035258685416983286
31,2018-12-16 17:00:00,102.2339096515371,101.0,0.012216927242941624
32,2018-12-16 16:00:00,94.87382808706764,97.0,0.02191929807146767
33,2018-12-16 15:00:00,63.16562500363254,63.0,0.0026289683116276466
34,2018-12-16 14:00:00,66.16233819903516,69.0,0.041125533347316494
35,2018-12-16 13:00:00,72.37288309935153,65.2,0.11001354446858164
36,2018-12-16 12:00:00,94.36072685281376,54.3,0.7377666087074357
37,2018-12-16 11:00:00,110.08320918830955,56.7,0.9415028075539603
38,2018-12-16 10:00:00,106.80568585448155,57.8,0.8478492362367052
39,2018-12-16 09:00:00,97.09370766060223,53.5,0.8148356572075184
40,2018-12-16 08:00:00,101.27260954417764,55.6,0.8214498119456409
41,2018-12-16 07:00:00,105.24482772638983,55.5,0.8963032022772942
42,2018-12-16 06:00:00,102.58683156411261,55.6,0.8450868986351189
43,2018-12-16 05:00:00,103.1106382447561,56.4,0.828202805758087
44,2018-12-16 04:00:00,109.61165298863737,58.6,0.8705060236968835
45,2018-12-16 03:00:00,110.44782772836453,58.1,0.9009953137412139
46,2018-12-16 02:00:00,122.64560188347231,59.9,1.0475058745153976
47,2018-12-16 01:00:00,122.10705661314664,62.5,0.9537129058103462
48,2018-12-16 00:00:00,127.57063579309943,61.3,1.0810870439331066
49,2018-12-15 23:00:00,129.87686762340988,59.8,1.1718539736356168
50,2018-12-15 22:00:00,125.52421030319346,60.1,1.088589189736996
51,2018-12-15 21:00:00,121.09541706934847,60.0,1.018256951155808
52,2018-12-15 20:00:00,116.26796416452893,58.8,0.9773463293287235
53,2018-12-15 19:00:00,102.14968526288457,54.7,0.867453112666994
54,2018-12-15 18:00:00,97.20700877556469,50.2,0.9363945971228025
55,2018-12-15 17:00:00,95.96583053032604,52.3,0.8349107175970564
56,2018-12-15 16:00:00,95.90468299310882,52.0,0.8443208267905542
57,2018-12-15 15:00:00,92.1721694383112,52.6,0.7523226128956502
58,2018-12-15 14:00:00,88.58821249643965,51.5,0.7201594659502845
59,2018-12-15 13:00:00,84.13138832302059,50.5,0.665968085604368
60,2018-12-15 12:00:00,78.0497699911298,49.0,0.5928524487985675
61,2018-12-15 11:00:00,79.93520357734498,48.8,0.6380164667488726
62,2018-12-15 10:00:00,77.61103188740806,49.2,0.5774599977115459
63,2018-12-15 09:00:00,72.93946079529911,47.3,0.5420604819302138
64,2018-12-15 08:00:00,72.76173634623991,46.6,0.5614106512068651
65,2018-12-15 07:00:00,72.15064849049718,44.2,0.6323676129071758
66,2018-12-15 06:00:00,68.73985875838561,43.0,0.5986013664740839
67,2018-12-15 05:00:00,71.71164474052964,45.7,0.5691825982610422
68,2018-12-15 04:00:00,74.28017531906474,44.9,0.6543468890660299
69,2018-12-15 03:00:00,75.29673725962681,46.4,0.6227745099057502
70,2018-12-15 02:00:00,78.18176239771192,47.3,0.6528913826154741
71,2018-12-15 01:00:00,84.48957267486327,48.8,0.7313437023537556
72,2018-12-15 00:00:00,86.07376901538728,47.7,0.8044815307209073
74,2018-12-14 22:00:00,79.4289441378798,44.4,0.788940183285581
75,2018-12-14 21:00:00,75.5567159360836,43.9,0.7211097024164831
76,2018-12-14 20:00:00,69.76836072441588,42.3,0.6493702298916286
77,2018-12-14 19:00:00,69.04316585003616,40.0,0.726079146250904
78,2018-12-14 18:00:00,119.83841354257656,56.8,1.1098312243411368
79,2018-12-14 17:00:00,110.15057423178136,58.3,0.8893752012312413
80,2018-12-14 16:00:00,104.75397110258558,58.0,0.806102950044579
81,2018-12-14 15:00:00,88.07923432899521,53.8,0.6371604893865283
82,2018-12-14 14:00:00,73.62219274489233,47.3,0.5564945612027978
83,2018-12-14 13:00:00,56.63473095522979,37.1,0.5265426133485118
123,2018-12-12 21:00:00,46.696422957741746,34.5,0.3535195060214999
124,2018-12-12 20:00:00,58.70837079367001,39.3,0.493851674139186
164,2018-12-11 04:00:00,70.5003151455985,44.7,0.5771882582907942
165,2018-12-11 03:00:00,67.72618504226392,42.2,0.6048859014754483
166,2018-12-11 02:00:00,70.3264360735608,42.3,0.662563500556993
167,2018-12-11 01:00:00,65.90775823107528,43.8,0.5047433386090246
168,2018-12-11 00:00:00,67.00469262105067,44.2,0.515943271969472
169,2018-12-10 23:00:00,69.17142273499607,43.1,0.6049053998838995
170,2018-12-10 22:00:00,66.77419696763386,43.2,0.5456990038804133
171,2018-12-10 21:00:00,72.82573278493788,40.5,0.7981662416034045
172,2018-12-10 20:00:00,80.6469428879247,41.5,0.9432998286246914
174,2018-12-10 18:00:00,74.0351430510996,34.1,1.171118564548375
175,2018-12-10 17:00:00,55.2841013293835,38.6,0.4322306043881736
176,2018-12-10 16:00:00,53.27133603722022,37.8,0.4092946041592653
177,2018-12-10 15:00:00,52.569165736764326,38.8,0.35487540558670955
178,2018-12-10 14:00:00,56.1794525604038,39.8,0.41154403418100016
179,2018-12-10 13:00:00,58.2255322044318,40.5,0.43766746183782224
180,2018-12-10 12:00:00,55.87587519610814,37.7,0.4821187054670593
181,2018-12-10 11:00:00,53.546897085093015,35.9,0.4915570218688863
182,2018-12-10 10:00:00,51.00888544578359,33.6,0.5181215906483211
183,2018-12-10 09:00:00,57.0394336977314,31.1,0.8340653922100126
188,2018-12-10 04:00:00,45.73050122618104,30.2,0.5142550074894384
189,2018-12-10 03:00:00,52.53070646792884,32.2,0.6313883996251191
190,2018-12-10 02:00:00,55.422528018198456,34.7,0.5971910091699841
191,2018-12-10 01:00:00,59.424966774897655,38.9,0.5276341073238472
192,2018-12-10 00:00:00,66.76953888119768,38.3,0.7433299968981117
193,2018-12-09 23:00:00,93.90653626426833,41.5,1.2628081027534537
194,2018-12-09 22:00:00,114.97896022341764,52.2,1.2026620732455486
195,2018-12-09 21:00:00,113.47713828762134,57.8,0.9632722887131722
196,2018-12-09 20:00:00,112.05907825321417,57.2,0.9590747946366113
197,2018-12-09 19:00:00,110.71427022220394,54.9,1.0166533738106365
198,2018-12-09 18:00:00,79.84334541277876,52.4,0.5237279658927244
199,2018-12-09 17:00:00,54.84166018910241,42.4,0.2934353818184532
200,2018-12-09 16:00:00,56.440470091886624,41.4,0.3632963790310779
201,2018-12-09 15:00:00,57.80531563456463,42.0,0.37631703891820545
202,2018-12-09 14:00:00,45.16379442527521,33.3,0.35627010286111765
203,2018-12-09 13:00:00,43.57803198635818,32.6,0.33674944743429985
288,2018-12-06 00:00:00,56.522089987053356,30.0,0.8840696662351119
291,2018-12-05 21:00:00,66.16258374984403,35.8,0.8481168645207832
292,2018-12-05 20:00:00,66.49240441358698,36.7,0.8117821366099993
293,2018-12-05 19:00:00,68.71463559485015,38.6,0.7801719066023355
294,2018-12-05 18:00:00,60.02643514239936,37.1,0.6179632113854273
295,2018-12-05 17:00:00,60.37081052742419,36.6,0.6494756974706062
296,2018-12-05 16:00:00,59.42586995010305,35.1,0.6930447279231637
297,2018-12-05 15:00:00,53.578309844634056,32.7,0.6384804233833044
357,2018-12-03 03:00:00,117.46477613447246,35.6,2.299572363327878
358,2018-12-03 02:00:00,169.1866822416499,54.6,2.0986571839130015
359,2018-12-03 01:00:00,201.546315820092,69.2,1.9125190147412139
360,2018-12-03 00:00:00,214.62272050756357,69.0,2.1104742102545444
361,2018-12-02 23:00:00,194.50243037948337,70.0,1.778606148278334
363,2018-12-02 21:00:00,214.69332075361004,85.4,1.5139733109322018
364,2018-12-02 20:00:00,224.05376423338558,81.2,1.7592828107559797
365,2018-12-02 19:00:00,229.42678138670874,78.5,1.922634157792468
366,2018-12-02 18:00:00,246.39743738458685,79.8,2.0876871852705117
367,2018-12-02 17:00:00,238.754843922346,87.8,1.7193034615301368
368,2018-12-02 16:00:00,239.35915466189806,89.2,1.6833985948643282
369,2018-12-02 15:00:00,231.45381878342445,90.4,1.560329853798943
370,2018-12-02 14:00:00,211.15638114277897,90.0,1.3461820126975441
371,2018-12-02 13:00:00,198.77628426833743,90.9,1.186757802731985
372,2018-12-02 12:00:00,170.3602534160696,89.7,0.899222446110029
373,2018-12-02 11:00:00,181.13275392671554,90.0,1.0125861547412838
374,2018-12-02 10:00:00,193.59062222947418,95.0,1.0377960234681491
375,2018-12-02 09:00:00,202.70097844238782,95.4,1.1247482017021784
376,2018-12-02 08:00:00,209.951504274857,93.2,1.2526985437216416
377,2018-12-02 07:00:00,208.44922031224212,91.3,1.2831239902764746
378,2018-12-02 06:00:00,221.03357750151864,91.8,1.4077731753978067
379,2018-12-02 05:00:00,213.20449772362022,95.1,1.2418979781663537
380,2018-12-02 04:00:00,244.05933066546484,88.7,1.7515144381675853
381,2018-12-02 03:00:00,214.5064573115924,87.3,1.4571186404535215
382,2018-12-02 02:00:00,246.02591564519858,91.7,1.682943463960726
383,2018-12-02 01:00:00,234.0450212453687,90.9,1.5747527089699525
384,2018-12-02 00:00:00,231.66287752510627,92.0,1.5180747557076768
385,2018-12-01 23:00:00,223.59084779129793,94.0,1.3786260403329567
386,2018-12-01 22:00:00,217.3835345174551,95.1,1.2858415827282346
387,2018-12-01 21:00:00,226.44302039414563,99.4,1.278098796721787
388,2018-12-01 20:00:00,235.8071283574991,100.7,1.3416795268867836
389,2018-12-01 19:00:00,225.86460872746702,97.8,1.3094540769679657
390,2018-12-01 18:00:00,222.98850108820406,91.3,1.442371315314393
391,2018-12-01 17:00:00,215.58758794685113,93.0,1.3181461069553886
392,2018-12-01 16:00:00,197.28872677718005,87.7,1.249586394266591
393,2018-12-01 15:00:00,174.48929097968576,80.6,1.1648795406908905
394,2018-12-01 14:00:00,166.46883826833405,80.7,1.062810883126816
395,2018-12-01 13:00:00,157.49438769601826,76.9,1.0480414524839825
396,2018-12-01 12:00:00,144.33033679194162,67.0,1.1541841312230092
397,2018-12-01 11:00:00,90.32830492304826,49.8,0.8138213839969533
398,2018-12-01 10:00:00,80.34225726752483,48.6,0.6531328655869306
399,2018-12-01 09:00:00,80.01393628372948,48.0,0.6669570059110308
400,2018-12-01 08:00:00,81.08316450845187,50.2,0.6152024802480451
401,2018-12-01 07:00:00,81.19049816893049,50.6,0.6045552997812349
402,2018-12-01 06:00:00,77.55127655289512,48.5,0.5989953928431984
403,2018-12-01 05:00:00,76.538344864466,49.2,0.5556574159444307
404,2018-12-01 04:00:00,91.32562521278778,62.1,0.4706219841028628
405,2018-12-01 03:00:00,96.14904823003071,54.9,0.7513487837892663
406,2018-12-01 02:00:00,105.8172233369141,56.1,0.8862250149182548
407,2018-12-01 01:00:00,114.10391529892014,56.9,1.005341217907208
408,2018-12-01 00:00:00,118.82639970286068,58.6,1.0277542611409674
409,2018-11-30 23:00:00,127.07411078855144,61.7,1.0595479868484834
410,2018-11-30 22:00:00,133.0202971064202,62.5,1.1283247537027232
411,2018-11-30 21:00:00,133.18994790983115,61.0,1.1834417690136254
412,2018-11-30 20:00:00,139.79108240487815,62.8,1.2259726497592063
413,2018-11-30 19:00:00,142.5799685726811,60.2,1.3684380161574934
414,2018-11-30 18:00:00,135.787460386295,60.9,1.2296791524843187
415,2018-11-30 17:00:00,130.12927123170394,63.9,1.036451818962503
416,2018-11-30 16:00:00,125.54954634418414,62.6,1.005583807415082
417,2018-11-30 15:00:00,116.73399024497832,58.1,1.0091908820133961
418,2018-11-30 14:00:00,110.24043348400414,58.0,0.9006971290345542
419,2018-11-30 13:00:00,103.43968072481691,55.4,0.8671422513504857
420,2018-11-30 12:00:00,92.89310377345568,50.9,0.8250118619539426
421,2018-11-30 11:00:00,83.43950805021177,47.5,0.7566212221097215
422,2018-11-30 10:00:00,77.16048827543658,44.0,0.7536474608053768
423,2018-11-30 09:00:00,67.52099701945978,40.6,0.6630787443216695
424,2018-11-30 08:00:00,65.1775429769758,39.0,0.6712190506916872
425,2018-11-30 07:00:00,67.61565686582026,41.4,0.6332284267106343
426,2018-11-30 06:00:00,71.3554681319984,45.4,0.5717063465197888
427,2018-11-30 05:00:00,66.98414122132493,45.0,0.4885364715849985
428,2018-11-30 04:00:00,66.72819825151896,42.6,0.5663896303173465
429,2018-11-30 03:00:00,70.72954705404962,41.4,0.7084431655567541
430,2018-11-30 02:00:00,77.67180367162389,46.0,0.6885174711222585
431,2018-11-30 01:00:00,80.94157636009434,49.2,0.6451539910588281
432,2018-11-30 00:00:00,80.00055864617745,50.5,0.5841694781421278
433,2018-11-29 23:00:00,79.66255980212895,45.6,0.7469859605730033
434,2018-11-29 22:00:00,79.09726275418181,44.3,0.7854912585594089
435,2018-11-29 21:00:00,73.45324974224503,43.9,0.6731947549486341
436,2018-11-29 20:00:00,70.94520521387454,41.1,0.7261607107998672
437,2018-11-29 19:00:00,67.4629748153943,39.5,0.707923413047957
438,2018-11-29 18:00:00,65.29991564309175,40.3,0.6203453013174133
439,2018-11-29 17:00:00,64.81196075129536,38.6,0.6790663407071336
440,2018-11-29 16:00:00,67.69773756575235,41.7,0.623446944022838
441,2018-11-29 15:00:00,63.632268679957285,40.2,0.5828922557203303
442,2018-11-29 14:00:00,57.358838146877844,35.5,0.6157419196303618
443,2018-11-29 13:00:00,56.44828421181427,35.1,0.6082132254078139
447,2018-11-29 09:00:00,62.87595955637158,31.3,1.0088165992450984
452,2018-11-29 04:00:00,66.4253617929444,31.7,1.0954372805345236
453,2018-11-29 03:00:00,70.30658141538387,36.0,0.9529605948717743
454,2018-11-29 02:00:00,68.95882645783239,36.4,0.8944732543360546
455,2018-11-29 01:00:00,68.00512553595732,33.7,1.0179562473577837
456,2018-11-29 00:00:00,69.12163075489352,34.5,1.0035255291273484
457,2018-11-28 23:00:00,65.98891634654848,37.2,0.7738956007136686
458,2018-11-28 22:00:00,70.12919568703087,35.6,0.9699212271637885
459,2018-11-28 21:00:00,68.82829006226544,35.1,0.9609199447938871
460,2018-11-28 20:00:00,69.81506999580247,38.0,0.8372386841000651
461,2018-11-28 19:00:00,68.82963187496156,32.7,1.1048817087144207
462,2018-11-28 18:00:00,64.77994506607483,33.2,0.951203164640808
463,2018-11-28 17:00:00,54.229197168786484,33.8,0.6044141174197186
464,2018-11-28 16:00:00,61.99334790457975,33.2,0.8672695151981851
465,2018-11-28 15:00:00,51.85557858688218,33.2,0.561915017677174
466,2018-11-28 14:00:00,50.424037515160244,32.6,0.5467496170294552
467,2018-11-28 13:00:00,44.29421187643659,30.0,0.47647372921455305
503,2018-11-27 01:00:00,164.8573217940538,54.1,2.0472702734575563
504,2018-11-27 00:00:00,251.17317432911383,110.7,1.2689536976433045
505,2018-11-26 23:00:00,241.6491259898842,123.2,0.9614377109568522
506,2018-11-26 22:00:00,323.784723907047,142.5,1.2721735011020843
507,2018-11-26 21:00:00,350.36799716242035,158.2,1.2147155320001288
508,2018-11-26 20:00:00,329.0996189905239,154.7,1.1273407820977628
509,2018-11-26 19:00:00,302.83939965671163,140.0,1.1631385689765117
510,2018-11-26 18:00:00,273.0078786192165,124.0,1.2016764404775526
511,2018-11-26 17:00:00,204.04836993806333,95.4,1.1388718022857791
512,2018-11-26 16:00:00,170.70187152456265,83.3,1.0492421551568145
513,2018-11-26 15:00:00,168.0188648137892,84.2,0.9954734538454775
514,2018-11-26 14:00:00,160.46298192089915,81.8,0.9616501457322636
515,2018-11-26 13:00:00,206.18247113610624,103.7,0.9882591237811594
516,2018-11-26 12:00:00,207.96594097940292,102.8,1.023014990072013
517,2018-11-26 11:00:00,205.98346586947847,103.5,0.9901784141978596
518,2018-11-26 10:00:00,163.7852090076184,87.0,0.88258860928297
519,2018-11-26 09:00:00,132.7781993431447,67.4,0.9700029576134228
520,2018-11-26 08:00:00,121.14921770922966,62.5,0.9383874833476745
521,2018-11-26 07:00:00,116.70001983769585,64.2,0.817757318344172
522,2018-11-26 06:00:00,98.74544803560752,60.8,0.6241027637435449
523,2018-11-26 05:00:00,76.57707439451839,50.8,0.5074227243015432
524,2018-11-26 04:00:00,82.51623863485582,51.4,0.6053742925069227
525,2018-11-26 03:00:00,99.70076884613331,54.7,0.8226831598927479
526,2018-11-26 02:00:00,106.12777976704385,56.2,0.8883946577765808
527,2018-11-26 01:00:00,108.57130556193574,61.1,0.7769444445488665
528,2018-11-26 00:00:00,111.97920730431336,61.1,0.8327202504797604
529,2018-11-25 23:00:00,119.57977110843804,61.0,0.9603241165317711
530,2018-11-25 22:00:00,125.34646250720706,62.2,1.0152164390226215
531,2018-11-25 21:00:00,117.65188142354368,60.4,0.947878831515624
532,2018-11-25 20:00:00,115.6404558456373,56.5,1.0467337317811913
533,2018-11-25 19:00:00,106.11403153129181,57.6,0.842257491862705
534,2018-11-25 18:00:00,87.80712491769118,52.9,0.6598700362512512
535,2018-11-25 17:00:00,76.96854573057927,47.8,0.6102206219786458
536,2018-11-25 16:00:00,77.00746358065363,48.4,0.591063297120943
537,2018-11-25 15:00:00,69.18168382902165,46.8,0.4782411074577277
538,2018-11-25 14:00:00,77.23093400522505,47.1,0.6397225903444809
539,2018-11-25 13:00:00,84.08391072255091,52.0,0.616998283125979
540,2018-11-25 12:00:00,99.81356139461741,56.3,0.7728874137587463
541,2018-11-25 11:00:00,110.33657076756673,60.1,0.8358830410576826
542,2018-11-25 10:00:00,110.53571654534753,57.6,0.9190228566900611
543,2018-11-25 09:00:00,115.89605835544396,57.5,1.0155836235729383
544,2018-11-25 08:00:00,108.0080364919989,57.3,0.8849570068411675
545,2018-11-25 07:00:00,103.3785477168931,59.7,0.7316339651070869
546,2018-11-25 06:00:00,109.09491696724915,59.8,0.8243297151713905
547,2018-11-25 05:00:00,112.27535518307192,61.1,0.837567187938984
548,2018-11-25 04:00:00,81.15833665619492,61.2,0.3261166120293287
549,2018-11-25 03:00:00,93.30331730202656,56.5,0.6513861469385231
550,2018-11-25 02:00:00,104.21894608523172,52.8,0.9738436758566615
551,2018-11-25 01:00:00,114.577843817685,59.2,0.9354365509744086
552,2018-11-25 00:00:00,151.07829843222328,78.8,0.9172372897490264
553,2018-11-24 23:00:00,171.15157924681992,85.6,0.99943433699556
554,2018-11-24 22:00:00,182.99411715676976,90.3,1.0265129253241392
555,2018-11-24 21:00:00,191.14137841004413,96.2,0.9869166154890241
556,2018-11-24 20:00:00,188.54209444181913,95.9,0.9660280963693338
557,2018-11-24 19:00:00,180.20496455052142,96.6,0.8654758235043627
558,2018-11-24 18:00:00,169.87133137362324,93.4,0.818750871237936
559,2018-11-24 17:00:00,128.61474763132276,79.8,0.6117136294651975
560,2018-11-24 16:00:00,117.20361265342008,67.0,0.7493076515435833
561,2018-11-24 15:00:00,127.45991714828101,74.7,0.7062907248765864
562,2018-11-24 14:00:00,98.45288351402706,59.8,0.6463692895322253
563,2018-11-24 13:00:00,113.69966138391308,60.1,0.8918412875859081
564,2018-11-24 12:00:00,91.70215322653678,58.0,0.5810716073540824
565,2018-11-24 11:00:00,86.45352680599957,50.8,0.7018410788582594
566,2018-11-24 10:00:00,71.90527998162904,42.6,0.6879173704607754
567,2018-11-24 09:00:00,85.78381940282785,45.4,0.8895114405909218
568,2018-11-24 08:00:00,83.07480356892626,43.0,0.9319721760215408
569,2018-11-24 07:00:00,77.99175322440041,39.8,0.9595917895577994
570,2018-11-24 06:00:00,66.7557246356893,40.8,0.6361697214629732
571,2018-11-24 05:00:00,71.90967957146422,42.8,0.6801327002678558
572,2018-11-24 04:00:00,74.89454102997479,46.8,0.6003107057686922
573,2018-11-24 03:00:00,79.80068331045743,53.1,0.5028377271272585
574,2018-11-24 02:00:00,115.44717008510275,55.8,1.0689457004498704
575,2018-11-24 01:00:00,108.24848955237073,56.6,0.9125174832574333
576,2018-11-24 00:00:00,113.33231711825063,56.6,1.0023377582729793
577,2018-11-23 23:00:00,118.56492044274208,57.8,1.051296201431524
578,2018-11-23 22:00:00,107.89852610186635,55.2,0.9546834438743903
579,2018-11-23 21:00:00,99.9585587150796,56.2,0.7786220411935871
580,2018-11-23 20:00:00,103.04691261030209,55.7,0.8500343377073982
581,2018-11-23 19:00:00,102.23728453960642,55.8,0.8322094003513696
582,2018-11-23 18:00:00,98.80779179921821,55.3,0.7867593453746512
583,2018-11-23 17:00:00,91.88765491156919,54.0,0.7016232391031331
584,2018-11-23 16:00:00,87.56197189901782,52.7,0.6615174933399965
585,2018-11-23 15:00:00,61.38932207478602,46.4,0.32304573437038847
586,2018-11-23 14:00:00,55.086670334087394,43.7,0.2605645385374689
587,2018-11-23 13:00:00,56.47861871565111,43.0,0.3134562492011886
588,2018-11-23 12:00:00,52.88656492828478,40.9,0.2930700471463271
589,2018-11-23 11:00:00,50.4477896428654,39.6,0.2739340818905404
590,2018-11-23 10:00:00,55.06032470176954,41.1,0.3396672676829571
591,2018-11-23 09:00:00,51.13545504071947,37.3,0.3709237276332299
592,2018-11-23 08:00:00,46.02404965218369,34.2,0.3457324459702833
593,2018-11-23 07:00:00,50.0708902134713,34.6,0.4471355553026387
594,2018-11-23 06:00:00,47.47981645216324,33.7,0.40889663062798925
595,2018-11-23 05:00:00,49.930004931732675,36.0,0.38694458143701876
596,2018-11-23 04:00:00,68.10559606293516,45.2,0.5067609748436982
597,2018-11-23 03:00:00,87.16630313106566,49.0,0.7789041455319523
598,2018-11-23 02:00:00,93.32579025376097,53.2,0.7542441777022738
599,2018-11-23 01:00:00,94.82005011690745,55.0,0.7240009112164991
600,2018-11-23 00:00:00,105.57610612176673,54.2,0.9478986369329654
601,2018-11-22 23:00:00,91.64546222431512,52.7,0.7390030782602489
602,2018-11-22 22:00:00,88.27874558649889,47.0,0.8782711826914656
603,2018-11-22 21:00:00,74.29030831112716,46.3,0.6045422961366559
604,2018-11-22 20:00:00,61.950092494713786,37.3,0.6608603885982249
605,2018-11-22 19:00:00,49.18133948039837,32.5,0.5132719840122576
623,2018-11-22 01:00:00,49.72608577455062,30.2,0.6465591316076365
624,2018-11-22 00:00:00,43.88120155599319,32.9,0.3337751232824677
625,2018-11-21 23:00:00,54.48647294238872,35.8,0.5219685179438192
626,2018-11-21 22:00:00,56.01250812584953,36.7,0.5262263794509408
627,2018-11-21 21:00:00,51.68029193946562,36.2,0.42763237401838716
628,2018-11-21 20:00:00,41.336479204026105,37.6,0.09937444691558786
650,2018-11-20 22:00:00,45.61488506967764,35.5,0.28492633999091943
651,2018-11-20 21:00:00,57.80743533748321,38.4,0.5054019619136254
652,2018-11-20 20:00:00,50.36003229071223,42.2,0.19336569409270687
653,2018-11-20 19:00:00,45.97111637315685,38.9,0.18177677051817107
654,2018-11-20 18:00:00,37.32498992312733,33.8,0.10428964269607505
655,2018-11-20 17:00:00,30.892734242460797,32.5,0.04945433100120624
664,2018-11-20 08:00:00,49.32919346596099,32.0,0.541537295811281
665,2018-11-20 07:00:00,64.09509727138766,38.8,0.6519354966852491
666,2018-11-20 06:00:00,72.2766198586299,41.8,0.7291057382447346
667,2018-11-20 05:00:00,67.9058929362697,42.5,0.5977857161475222
668,2018-11-20 04:00:00,59.201697007519975,42.2,0.40288381534407514
669,2018-11-20 03:00:00,56.173295551337944,40.6,0.38357870816103307
670,2018-11-20 02:00:00,56.99219471454886,41.7,0.3667192977110037
671,2018-11-20 01:00:00,56.943450193018265,41.1,0.3854854061561621
672,2018-11-20 00:00:00,56.80762966064606,42.4,0.339802586335992
673,2018-11-19 23:00:00,58.868741018167725,44.3,0.3288654857374205
674,2018-11-19 22:00:00,65.89397615972754,44.6,0.4774434116530839
676,2018-11-19 20:00:00,88.44153687146752,43.1,1.05200781604333
677,2018-11-19 19:00:00,118.84566896653084,50.2,1.3674436049109728
678,2018-11-19 18:00:00,108.37726759415185,59.6,0.8184105301032188
679,2018-11-19 17:00:00,100.41104299040161,53.2,0.887425620120331
712,2018-11-18 08:00:00,48.118981373393645,35.2,0.3670165162895921
713,2018-11-18 07:00:00,63.367771531381436,36.0,0.7602158758717066
714,2018-11-18 06:00:00,64.97609825004021,35.6,0.8251712991584328
715,2018-11-18 05:00:00,64.57343094026943,31.7,1.0370167489043984
716,2018-11-18 04:00:00,64.38885303111213,36.3,0.7737976041628688
717,2018-11-18 03:00:00,77.94201063520707,39.1,0.9934018065270349
718,2018-11-18 02:00:00,83.11922855789187,46.4,0.7913626844373249
719,2018-11-18 01:00:00,84.21622464785553,48.6,0.732844128556698
720,2018-11-18 00:00:00,78.95867495366974,51.5,0.5331781544401891
